date,txvolume_usd,adjustedtxvolume_usd,txcount,marketcap_usd,price_usd,exchangevolume_usd,realizedcap_usd,generatedcoins,fees,activeaddresses,averagedifficulty,paymentcount,mediantxvalue_usd,medianfee,blocksize,blockcount
3/4/16,15638405.54,6669574.057,3646,148642937.8,3.32,1459960,268403700.7,14675,46.7639061,14478,51932.25992,10551,28.99428429,0.00104833,3042221,587
3/5/16,11045724.65,4814753.07,4443,145644361,3.25,1689010,268383162.4,14500,51.91879595,23382,51932.25992,19823,6.03334953,0.00103519,3887240,580
3/6/16,5839743.886,2870792.336,3827,142978931.5,3.19,1010650,268316860.2,14700,46.3419468,20259,52388.91895,17295,3.222727295,0.00103626,3818804,588
3/7/16,11017861.5,4275038.125,3685,144200426,3.22,1057270,268371205.7,15575,43.6503797,17120,52537.02459,10640,12.78377738,0.00109173,3298406,623
3/8/16,6320424.48,3133765.62,3127,146775774.2,3.27,918434,268384037.4,13750,32.17557154,11077,52537.02459,7489,9.731770515,0.001,2408688,550
3/9/16,8490499.347,4424225.27,2954,145727807.2,3.25,1247320,268435945.6,14100,39.89636403,11604,52671.49036,6847,20.3197724,0.0011,2529380,564
3/10/16,6936494.113,3274801.134,3789,147017465,3.28,898376,268330521.4,14350,47.30351921,17004,52996.65305,14195,5.370929644,0.00109976,4156119,574
3/11/16,17147726.24,7262396.876,4714,147821976.7,3.29,1804450,268460283.1,12525,41.30991783,16222,52996.65305,13589,6.852983967,0.0011,3556710,501
3/12/16,10627042.86,4742638.966,3261,152158477.7,3.39,1076560,268256531.6,13700,35.6468806,12679,52996.65305,7717,18.25156121,0.00142247,2828828,548
3/13/16,8874184.17,3351879.851,4081,147595353.8,3.29,1140930,268159584.9,15075,37.95501099,22989,51465.27752,20706,3.808496992,0.0011,3572238,603
3/14/16,8496809.988,4431953.224,4158,148814145.6,3.31,670283,267950213.9,13975,37.85984408,18090,50534.2012,13509,3.309669397,0.001,3282149,559
3/15/16,10318718.67,3840195.737,3446,148066047,3.3,747107,267984764.4,14725,38.78232073,17037,50534.2012,11248,9.223421493,0.001,3735198,589
3/16/16,8520078.716,4745622.976,3583,148726141,3.31,692940,268006324.2,14875,40.32559876,12191,50675.60632,8078,12.53719766,0.001,2645109,595
3/17/16,9841939.374,4109216.866,4480,148686780,3.31,1038460,267971859.3,15300,29.60101617,16705,51359.06439,13834,8.316802884,0.001,3149618,612
3/18/16,14660820.67,5792919.047,4443,148847408.8,3.31,1502010,267372761.2,15775,31.64362659,16039,51359.06439,10552,21.76857668,0.001,3343096,631
3/19/16,10370299.94,3979951.81,4362,142531581.6,3.17,617579,267274491.5,15675,32.95261902,24303,51359.06439,22454,5.932460457,0.001,3984457,627
3/20/16,10948160.8,4637944.241,4601,142907023.5,3.18,926158,267261586.4,14325,35.31601529,20275,54928.11897,14112,6.362040956,0.001,3610682,573
3/21/16,6450607.517,3094667.133,4272,144547834.8,3.21,507480,267070681,15925,22.55866378,12879,55224.97795,8243,18.76461039,0.001,3019903,637
3/22/16,8251696.611,3819205.499,4864,144314422.3,3.2,1265140,267124789.5,14800,26.63348435,19454,55224.97795,15994,7.6919536,0.001,3466544,592
3/23/16,10450661.6,4895635.961,4249,145629576.4,3.23,1703040,267080137.7,15200,29.86416754,22028,56372.74819,13541,18.72283163,0.001,3956463,608
3/24/16,8786669.339,4051094.491,7126,146663234.5,3.25,1394180,267088332.2,13800,22.47605417,16785,57218.81883,13584,10.7423147,0.00122699,3702460,552
3/25/16,9476425.42,5474078.584,4160,145548074,3.23,1200290,267085543.7,12900,22.45446571,16436,57218.81883,12763,10.61030833,0.001,3262947,516
3/26/16,8553684.368,3645773.368,5010,145662124,3.23,1117430,267100222.2,14300,21.38032853,24101,57218.81883,20825,4.569095629,0.001,4096436,572
3/27/16,8362428.247,3637935.372,4581,145840973.7,3.23,2089890,267177259.3,14150,24.56858817,22726,55720.71116,15395,4.945506618,0.001,4093677,566
3/28/16,18545090.06,6131820.786,5255,149072517.6,3.3,1427140,267180933,14500,24.21101123,14266,55648.58005,9072,18.21917793,0.001,3595386,580
3/29/16,10387841.74,5133650.13,5205,146962011.1,3.26,1764730,267208316.4,14375,22.45853495,16930,55648.58005,10651,8.320124469,0.001,4475022,575
3/30/16,5269375.366,2951907.01,4923,145794380.8,3.23,1450290,267185590.6,14150,17.41572851,12206,55396.87024,8322,2.252689113,0.001,3020873,566
3/31/16,6442672.914,2927305.436,4970,145733846.9,3.23,1704440,267243550,13550,17.57997637,13609,55067.07901,8735,2.13385428,0.001,3713591,542
4/1/16,8410586.618,5300635.581,5587,146812344.3,3.25,1316230,267279754.3,14400,19.5950959,15733,55067.07901,13469,1.18600027,0.001,3519212,576
4/2/16,6835714.762,3010376.352,5474,146956139.3,3.25,1174830,267322056.3,14275,20.53346896,33498,55067.07901,31278,0.39,0.001,5522271,571
4/3/16,5034806.893,2739450.656,3872,147483988,3.26,1281200,267205739.8,15225,15.87829353,16141,54122.0784,12287,1.418636563,0.001,2840022,609
4/4/16,5376058.322,3179892.174,4161,147436303.6,3.26,1188610,267218664.9,14350,20.87477541,19715,53975.03846,14941,2.685867675,0.001,3417896,574
4/5/16,9403797.55,5288323.921,5809,147078962,3.25,863788,266406267.9,14525,23.77235614,13040,53975.03846,9392,10.7740737,0.001,3535850,581
4/6/16,8960187.268,4447078.48,4994,147322045,3.26,1088910,266367541.5,15200,22.98136033,21823,54775.78573,20298,13.01441118,0.001,3974335,608
4/7/16,11717638.57,4068227.476,5822,147340018.2,3.26,1150280,266403636.4,14150,21.59443358,19582,55751.87912,15395,17.25108104,0.001,3843214,566
4/8/16,7966184.909,3476146.103,5313,146699172.4,3.24,1352320,266385100.2,12200,22.55015649,17374,55751.87912,13756,10.38096,0.001,3232349,488
4/9/16,12752087.75,5123346.202,6030,145650686,3.22,1224580,266407887.6,12925,22.0766279,24284,55751.87912,17169,3.287800964,0.001,4433955,517
4/10/16,8720616.461,3783169.717,4689,145732404.9,3.22,1417490,266424803.1,14125,18.6151796,11290,52902.26597,8142,6.756536143,0.001,3586296,565
4/11/16,6470380.868,3012942.108,5222,146447171.2,3.23,1061060,266464043.1,14200,17.79511389,20743,51665.50494,18300,4.128522272,0.001,3526715,568
4/12/16,7982016.938,3343570.343,4048,146750083.3,3.24,1305310,266521128.3,15525,18.75494938,19243,51665.50494,12610,4.226368104,0.001,3543517,621
4/13/16,6563578.103,3468693.046,3839,147769188.4,3.26,1295720,266555950.7,13425,19.78662693,14785,51715.82942,11889,7.883130108,0.001,2541736,537
4/14/16,5689092.23,2844931.506,3898,147395921.9,3.25,1190770,266570856.2,14125,17.75450372,15153,51925.35345,10295,9.05266258,0.001,2909231,565
4/15/16,10366819.33,4028160.13,4388,146952441.3,3.24,1404400,266449896.2,13800,18.79245028,18304,51925.35345,16137,5.107652705,0.001,3794184,552
4/16/16,4707209.231,2669907.866,3526,149035965.9,3.28,1155850,266485048,12975,14.25187739,13284,51925.35345,10199,4.257520918,0.001,2624049,519
4/17/16,3921998.198,2121284.583,4252,148806206.9,3.28,1211900,266520330.5,13950,16.2918103,24367,50433.12902,22098,0.948518764,0.001,3334744,558
4/18/16,6349781.802,2896574.148,4444,148067545.9,3.26,1317730,266533979.2,15275,15.92125684,17510,48972.65405,12279,4.267893515,0.001,3494393,611
4/19/16,7027043.134,3560833.581,4357,147427823.7,3.25,1333410,266612938.1,15100,15.86359097,17763,48972.65405,12732,5.065072317,0.001,3606331,604
4/20/16,10804124.82,4121810.901,4245,149437248.6,3.29,1638920,266693735.9,14975,26.57127707,15228,49337.86615,7543,6.937633923,0.001,3863519,599
4/21/16,10640422.37,4478497.956,4605,148940867.9,3.28,1688230,266752167.9,13550,24.5675483,17198,51707.1797,15078,6.786949694,0.001,2929335,542
4/22/16,8742939.294,3993057.101,3976,152291763.8,3.35,1569850,266723752.8,12600,16.34472945,11444,51707.1797,7638,15.27168383,0.001,2703176,504
4/23/16,6161157.696,3607832.22,4755,151209670.2,3.32,1383790,266774268.9,13725,18.5186165,24657,51707.1797,23494,0.679567712,0.001,3777187,549
4/24/16,42066073.59,11751549.25,6336,152497070.2,3.35,4502460,267127581.1,14600,21.90392134,20975,50212.09826,15166,14.50423203,0.001,4634479,584
4/25/16,62316584.26,13845706.21,6860,164838595.5,3.62,6605750,267979162.8,16400,24.67482204,22373,48114.06217,15205,42.93008246,0.001,4772185,656
4/26/16,75880525.16,12657086.63,6469,172831924.6,3.8,6717450,269202556.8,14350,27.6868087,20225,48114.06217,16935,61.7861,0.001,5142165,574
4/27/16,49233060.72,15834992.53,6955,184442996.9,4.05,9435190,269669464.7,15550,24.2955537,14480,48591.28295,10684,103.6810087,0.001,4314486,622
4/28/16,85652562.1,15477010.33,5731,176698187.3,3.88,3952590,270039242.3,13925,26.47816095,23920,51871.42067,16457,32.13154038,0.001,4425440,557
4/29/16,23265755.95,6503850.14,5654,172883263.3,3.79,2467080,270050310.6,13750,19.65263595,16294,51871.42067,13597,16.18414328,0.001,3714760,550
4/30/16,17280691.21,5654127.604,5063,173675658.3,3.81,2502180,270093339.3,14750,17.71074471,18436,51871.42067,14141,7.51763532,0.001,3479575,590
5/1/16,16260082.24,6270575.926,5894,166683089.6,3.66,1911590,270116631.4,13550,20.55995373,25525,51266.50077,22173,3.406586834,0.001,4594032,542
5/2/16,16004772.51,6419126.365,5691,169241828.3,3.71,2667410,270122637.3,13025,17.71385814,16920,50785.76973,13672,14.838145,0.001,3451301,521
5/3/16,17540134.12,6668834.343,5337,167948218.8,3.68,2363200,270246171.3,13200,24.86032963,13905,50785.76973,8425,33.12,0.001,4263657,528
5/4/16,12346324.81,4588279.099,5891,170547770.9,3.74,1716110,270247906.3,13000,16.82197074,13407,50785.76973,9272,46.45485079,0.001,3723806,520
5/5/16,18221692.38,5992569.089,6905,170926709.9,3.74,1702120,270286845.9,14875,20.68491409,26952,47253.47691,24693,13.52843029,0.001,5285816,595
5/6/16,17699694.33,6952554.895,6238,169984290.8,3.72,1899060,270287752.7,14550,20.55745604,15992,46115.29366,14057,28.23001028,0.001,7367959,582
5/7/16,26169828.39,9724431.773,5743,174669704.1,3.82,3278610,270567965.8,15600,19.13231789,17569,46115.29366,11876,95.44906668,0.001,4398159,624
5/8/16,9448101.099,4209102.787,5261,179970541,3.94,1783970,270609227.5,14225,15.01643726,12887,46931.01048,11388,27.58,0.001,3114545,569
5/9/16,26143339.57,8120760.615,6434,179949966.4,3.94,3120940,270761970.1,13425,24.94102333,22819,48336.07293,21402,103.0918415,0.001,8544324,537
5/10/16,31155400.52,11070528.53,6837,185613460.3,4.06,3688200,270648587.7,15025,29.8740053,16137,48336.07293,10339,108.9385942,0.001,4693063,601
5/11/16,25401170.88,10024726.88,6763,174839157.2,3.82,2458140,270728899.1,14925,30.8140797,19631,48336.07293,21105,82.40033422,0.001,4368333,597
5/12/16,27738106.35,8031178.169,7054,177385427.9,3.88,1798920,270796810.8,13100,19.72433903,16845,47839.04225,14195,77.6,0.001,4680396,524
5/13/16,23565417.57,9016118.902,7199,176478578.3,3.86,2624100,270954514.3,14375,19.47846221,18216,47759.86923,15849,38.59614,0.001,4947651,575
5/14/16,29089821.71,10514658.31,6309,179936410.3,3.93,2444920,271079158.4,13750,21.50114785,23119,47759.86923,20252,7.973093256,0.001,5390488,550
5/15/16,23901655.32,9529385.945,6220,183796532.7,4.01,2096570,271290306.8,15475,16.89144087,13108,47565.71323,11442,23.77734529,0.001,3717367,619
5/16/16,34648717.11,16641046.4,7454,185848349.8,4.06,3632510,271206840.5,15675,21.65224956,21230,47092.18833,17509,20.73173037,0.001,5468192,627
5/17/16,32546974.93,11681707.58,6990,183465674.4,4,2663640,270927374.5,15300,20.90841519,12883,47092.18833,10614,40.18362088,0.001,4241603,612
5/18/16,22019116.5,7635859.209,6630,182612676.4,3.98,2377740,270903867,15275,19.95071367,21174,47168.45971,19362,32.07485128,0.001,4829869,611
5/19/16,27261421.62,11383606.85,6676,183599768.1,4,3380010,270716927.8,13675,24.65799408,22359,50420.88917,15673,53.10552148,0.001,5116484,547
5/20/16,23151612.99,9262188.214,5574,175281434.5,3.82,3638250,270786338.4,13900,18.15406909,14515,50420.88917,9840,53.04648233,0.001,4518030,556
5/21/16,14833347.65,6559271.902,5864,178245402.4,3.88,1938010,270993880.9,14175,18.71780498,21496,50420.88917,19628,3.4593401,0.001,4676470,567
5/22/16,19728853.23,8216839.367,5786,181754386.2,3.96,1849720,271052635.1,13675,19.84762542,12948,49646.02398,11458,13.7374304,0.001,4249198,547
5/23/16,17950779.03,6821998.105,6259,179906410.4,3.92,1868020,271205741.2,14325,19.89454372,24034,48449.48797,22991,12.50777414,0.001,5804111,573
5/24/16,17876549.5,7115469.243,5427,181950503,3.96,1742000,271261320.7,15300,17.79081097,15315,48449.48797,13303,43.156476,0.001,4034774,612
5/25/16,25930561.24,9864267.969,6225,181290446.4,3.95,2765530,271469316.4,14825,40.21781025,14549,48449.48797,10427,82.45754086,0.001,4292087,593
5/26/16,32743803.72,11479395.41,5851,186248969,4.05,2530850,271691375.2,14050,15.44460233,10835,49597.87439,9559,40.49595,0.001,3521454,562
5/27/16,101019438.7,23904986.43,8993,188088625.1,4.09,10821100,272978674.7,14275,24.30083122,22705,49646.8779,20428,51.88780152,0.001,5700326,571
5/28/16,68322447.27,19925460.85,8104,207440741.3,4.51,11564700,273224891.4,15175,23.52104043,24599,49646.8779,22292,58.62098,0.001,6441240,607
5/29/16,45884480.99,15798028.49,6509,215736173.7,4.69,7351420,273681532.9,13925,20.86727596,18502,49567.67011,14943,49.19149676,0.001,4366102,557
5/30/16,69813709.24,18648889.76,6834,213086714.1,4.63,3805050,274387103.5,11575,20.52397838,15240,49475.87503,11610,23.61397971,0.001,4427071,463
5/31/16,82656342.32,16814878.7,8108,215879111.5,4.69,5187600,275554537.5,11225,20.89397988,17725,49475.87503,15320,23.54383518,0.001,4810139,449
6/1/16,43761067.3,12950179.1,7149,214115604,4.65,4577160,275760044.8,10975,18.45193588,16341,49475.87503,14779,19.55697,0.001,4025360,439
6/2/16,21122507.35,7930166.419,7029,218043948.7,4.74,2121360,275856958.4,12425,19.93544413,20090,47773.88233,11506,16.55933267,0.001,5576785,497
6/3/16,22463919.26,8779872.207,9525,217463355.7,4.72,4061990,276270589.2,14425,26.5135815,20078,40077.09311,14826,9.989773234,0.0011,6474895,577
6/4/16,19759056.84,8282632.503,4141,223851599,4.86,3214800,277223185.6,15225,16.11793634,15609,40077.09311,13896,50.86432556,0.001,2995719,609
6/5/16,18389449.69,8287808.321,3515,221379176.4,4.8,2257820,277848127.3,13975,16.4376645,12037,40077.09311,9986,75.38132381,0.001,2671675,559
6/6/16,20685543.04,9198969.721,4314,221746975.6,4.81,2993510,278316973.7,16250,23.3162907,16550,40893.0718,8754,80.5587963,0.001,3616138,650
6/7/16,27619734.54,9570163.377,4230,228351882.8,4.95,3881380,278403367.2,15100,23.03472078,17592,41207.98043,12585,160.5140514,0.001,4681660,604
6/8/16,19956703.01,7663600.802,3891,219999318,4.77,3507640,278464094.6,15125,19.32310731,9494,41207.98043,7091,91.2659229,0.001,2645234,605
6/9/16,19865412.31,7832541.869,3670,220763008.7,4.78,6438540,278483472.7,14800,21.46330832,12913,42521.96334,10273,59.75,0.001,2820344,592
6/10/16,28574332.26,11721097.89,3734,219297054.9,4.75,6975970,278598293,13775,19.86428673,15036,44270.49178,13281,114.4756062,0.001,2766852,551
6/11/16,27016710.13,9987977.844,3681,225551473.6,4.88,10294700,278993484.2,15025,24.71872166,15411,44270.49178,11069,131.76,0.001,3084569,601
6/12/16,61628195.56,18829567.91,5175,234381567.4,5.07,13753200,279704211.6,15225,32.11481537,13911,44270.49178,9899,501.92493,0.001,4044495,609
6/13/16,40947705.03,18816105.78,5440,250023807.6,5.41,8668280,280309325.4,14200,36.48207084,22849,44591.67525,19611,141.0969303,0.001,4832931,568
6/14/16,48518731.07,15693887.04,5090,245652482.1,5.31,8488220,280399587.3,14250,26.14454683,14794,44592.24171,9854,132.8364013,0.001,3773255,570
6/15/16,30882208.56,10357021.69,5141,241368283.3,5.22,3917000,280934865.3,14550,24.2036522,18880,44592.24171,15950,62.59449992,0.001,4141772,582
6/16/16,47727033.89,18509115.4,6314,242876194.7,5.25,9930590,282679488.3,14550,25.50794866,16612,44423.7398,11432,118.922403,0.001,4259840,582
6/17/16,130076952.2,29103270.13,6585,262505367.4,5.67,12383200,283250486.6,14550,24.78086716,21235,44248.14308,17672,188.811,0.001,4612998,582
6/18/16,51268501.53,20629895.43,4332,259200815.4,5.6,7878070,283696107.8,16125,21.21910693,16350,44248.14308,11370,144.392702,0.001,3700133,645
6/19/16,21120386.65,6960956.317,3894,257613903.9,5.56,3760240,283860556.7,15800,19.66492383,15789,44912.60072,11689,93.65637977,0.001,3306307,632
6/20/16,32725746.16,12126632.06,4840,260982734.7,5.63,4154880,283607203.4,13850,21.9326114,22291,47528.90266,16595,63.42913095,0.001,4347408,554
6/21/16,48483181.28,15632313.88,5269,244251443.1,5.27,11984800,283267422.1,14750,24.96183701,18211,47528.90266,14346,181.2866444,0.001,3833993,590
6/22/16,57520934.18,16067295.05,5582,223886792.3,4.83,11522400,281737405.6,14450,23.25721603,16587,47528.90266,13048,449.42667,0.001,3646401,578
6/23/16,61047751.21,22714183.57,6734,181747044.9,3.92,11138900,281457821,12775,22.52895873,13743,47201.66847,11528,448.80276,0.001,3804757,511
6/24/16,51213225.67,19421248.2,5294,178494373.8,3.85,9364750,282348525.5,14100,20.68066299,13639,47044.21666,10172,311.91545,0.001,3344657,564
6/25/16,37312264.47,14593846.59,4501,198208784.8,4.27,6057000,282389924.6,13203.125,19.82405152,14852,47044.21666,12609,196.4274131,0.001,2776489,529
6/26/16,36779638.64,13865916.48,4022,196937458.3,4.24,4480920,282210429.9,13175,20.94418057,12043,47044.21666,7488,220.47576,0.001,3844788,527
6/27/16,29687170.27,9653451.819,4196,187971391.7,4.05,2749620,282168951.8,16000,18.93092242,14195,44154.99588,11935,109.35,0.001,2995996,640
6/28/16,36111199.27,12776799.94,4274,192249297.1,4.14,2867420,282025572,15225,21.0069017,18599,43904.82565,16466,104.1555985,0.001,4057699,609
6/29/16,23836959.36,9247638.578,4812,190510028.4,4.1,2211450,281757708.6,14725,18.36858066,10027,43904.82565,8199,46.8343,0.00105331,3276977,589
6/30/16,24262716.68,8759436.015,4471,189709237.2,4.08,2864910,281904766.9,14175,17.88741059,17360,45341.70191,13395,72.58305683,0.001,3540511,567
7/1/16,34709939.46,12935682.54,4251,194537365.4,4.19,6987180,282126273.7,14400,20.91390623,16275,46315.20683,11683,126.3807627,0.001,3374288,576
7/2/16,37301805.61,10598140.47,3953,198966688.4,4.28,16646200,282506777.9,15425,17.61078759,12588,46315.20683,7087,256.6630343,0.001,3333731,617
7/3/16,70547066.88,14677350.6,3505,216873969.1,4.66,7659710,282310105.5,15175,17.90305426,12254,46624.17681,10433,349.568628,0.001,2685545,607
7/4/16,45644238.69,14495967.56,3950,198661717.1,4.27,5062640,282712481.4,15725,25.75032569,15108,47852.45908,13370,334.6955053,0.001,2896033,629
7/5/16,47819480.67,15191040.49,3835,212305261.9,4.56,4707390,283239138.5,15075,19.13804803,13784,47852.45908,10653,225.0484027,0.001,2981032,603
7/6/16,39955455.12,15271832.82,3922,207521874.3,4.46,3238960,283410903.7,13750,25.45358853,10596,47852.45908,7395,174.4493051,0.001,2608039,550
7/7/16,52205347.88,16265147.58,4225,209616196,4.5,6277860,283156133.2,12000,29.20912283,12700,48753.70652,11333,449.0595,0.001,2743424,480
7/8/16,36110652.52,9675296.381,3783,191865664.4,4.12,5033530,283238808.2,10250,19.22640873,9570,49027.99922,7804,206.008652,0.001,3198163,410
7/9/16,35305601.12,10841848.17,3641,197658758.5,4.24,6256370,282941493.5,12975,16.52765318,14055,49027.99922,12478,233.315946,0.001,2535340,519
7/10/16,31011447.24,10258414.51,3371,191974787.4,4.12,3039620,282752499.8,14500,28.50506146,11431,49027.99922,8552,164.8,0.001,2565280,580
7/11/16,28700042.25,8569317.198,3706,191835990,4.12,3282920,282769780.1,16325,26.10993046,11996,43872.20774,10591,111.24,0.001,2648049,653
7/12/16,36903597.55,11359928.91,3911,190873489.9,4.09,2734250,282848392.8,17350,17.06288631,13349,42477.93728,9077,174.2119225,0.001,3144539,694
7/13/16,27229373.73,7456033.308,3234,193985444.3,4.16,2215370,282876342.5,15975,21.51275356,10608,42477.93728,8522,112.32,0.001,2608276,639
7/14/16,31982692.76,10058364.34,3371,193112736.1,4.14,1663660,282935954.8,15500,18.12824244,11753,47483.99462,9108,165.6,0.001,2515855,620
7/15/16,20423047.11,7640546.884,4922,193697301.5,4.15,1668020,282997531.6,13675,34.0522329,12328,49359.87864,9758,21.33356694,0.0011,2868791,547
7/16/16,22224148.25,5285202.965,4057,193898126.8,4.15,1378140,283053311,15625,14.8507474,14401,49359.87864,12949,38.12120728,0.00103734,2847560,625
7/17/16,28737463.07,7220640.621,3307,193365750.8,4.14,2155230,283130152.4,15675,13.12709763,10687,50235.90487,8397,118.7766957,0.001,2339754,627
7/18/16,22667216.55,7441958.798,3423,196151189.2,4.2,1577810,283172611.2,14800,15.57504228,11870,51707.1797,10155,113.4,0.001,2343617,592
7/19/16,31503061.45,12622200.9,3363,193918894,4.15,1563330,283180481.2,14225,20.05511932,10209,51707.1797,8546,143.781147,0.001,2127338,569
7/20/16,29217102.15,9740299.486,3719,193781594.2,4.15,1908710,283277611.2,13350,20.51612639,11314,51707.1797,8829,106.2730952,0.001,2564835,534
7/21/16,26080623.94,7914730.831,3845,193144467.1,4.13,1422410,283322974,13275,17.18713509,11415,50628.66788,9266,80.94387,0.001,2582097,531
7/22/16,29252035.24,9108334.243,3671,193108392.2,4.13,2677970,283319047,13700,19.83586602,11572,50417.33786,9935,206.561274,0.001,2473518,548
7/23/16,20859185.02,6340121.494,2945,188894057.9,4.04,1568890,283332067.4,13225,13.00185822,9736,50417.33786,7680,119.988,0.001,2038036,529
7/24/16,37384675.49,12168310.9,3428,190061122.2,4.06,1839420,283323608.8,14850,12.50028786,15385,50025.38168,12841,244.818,0.001,2996353,594
7/25/16,25171084.82,10569699.47,3580,190653064.2,4.07,1535980,283103170.5,14425,13.01398752,12857,48065.60081,10504,150.4889267,0.001,2984590,577
7/26/16,40149084.07,10833176.95,4717,189219906.7,4.04,2545920,282981709.2,14000,17.42996261,11919,48065.60081,8110,81.36874433,0.001,3322414,560
7/27/16,29207162.18,8489763.731,3568,185328222,3.96,1847300,282968038.7,14850,15.08080608,8381,48065.60081,6940,216.258986,0.001,2216907,594
7/28/16,18981749.65,6587438.901,3074,185939721,3.97,1728410,282972271,14275,13.21384825,10666,48036.24921,9215,150.859319,0.001,2217009,571
7/29/16,25612997.44,7229915.383,3235,185991086.6,3.97,1744370,283031040.8,15625,15.81228412,11737,48022.06897,9116,238.6012399,0.001,2478710,625
7/30/16,24908264.9,8080633.124,3177,191407220.7,4.08,1388580,283088142.8,14075,13.28013036,14440,48022.06897,12763,120.5436,0.001,2736639,563
7/31/16,23660918.75,8674903.531,3235,191569322.6,4.08,1921460,283070829.6,15975,18.88591111,11520,48614.49445,8637,205.0769078,0.001,2521660,639
8/1/16,43533804.65,12947546.82,4122,190677610.8,4.06,1991690,282877385.1,14800,18.46587645,10931,49953.49694,8401,327.6266837,0.001,2871736,592
8/2/16,54571537.24,17541388.5,5055,181629890.3,3.87,5039290,282268923.4,14850,21.49555872,17614,49953.49694,14394,385.44813,0.001,3832370,594
8/3/16,39925098.16,12397948.76,4813,170874287.2,3.64,2875880,282787663.5,14975,16.07794545,12531,49953.49694,10026,115.7738979,0.001,3319952,599
8/4/16,32031516.99,8671332.429,3854,174179550.4,3.71,1593350,278722277,14850,12.15307424,11231,52192.01901,8895,153.2870074,0.001,2798538,594
8/5/16,31482598.46,7598092.052,3456,175672613.9,3.74,1162030,278751689,15350,12.19224779,11510,52332.17692,9052,134.64,0.001,2436737,614
8/6/16,23081925.12,5908193.274,3391,174839457.8,3.72,1371060,278798769.5,14150,12.12484594,9328,52332.17692,6357,96.93204,0.001,2301082,566
8/7/16,35205610.98,9666376.993,3645,176776809.8,3.76,1335400,278738317.6,13550,14.66289227,12733,52699.97462,11268,197.8379199,0.001,2814965,542
8/8/16,13340652.31,3547277.755,3476,177075649.6,3.77,1379300,278750699,14275,18.96686663,19314,53084.42731,16409,65.989703,0.001,3212018,571
8/9/16,13487193.11,6151998.643,2861,177801189,3.78,1878160,278677723.8,15125,26.56347291,13661,53084.42731,10123,64.0895982,0.001,2698691,605
8/10/16,15523213.69,7577382.627,2879,177039655.6,3.76,1656370,278631365.3,13975,17.29196905,12902,53084.42731,10084,101.3700919,0.001,2341271,559
8/11/16,23240472.11,9644668.93,3413,175199127.2,3.72,2374230,278453503.9,14750,21.46853302,14960,52870.83759,9809,84.91685426,0.001,2918373,590
8/12/16,15399704.95,5558545.634,3506,176063977.9,3.74,2025430,278208757,14950,20.26279663,12926,52864.88387,9844,100.98,0.001,2557536,598
8/13/16,22533686.86,7949011.951,3295,174946591,3.71,2473190,278287447.3,15250,22.76307823,12359,52864.88387,9566,88.89473302,0.001,2515533,610
8/14/16,12830026.56,6025824.02,2820,175271668.8,3.72,2655030,278177926,13850,28.26766028,17119,54088.8596,13927,58.00201699,0.001,2676721,554
8/15/16,21309455.1,8763831.142,3279,171872717.1,3.65,3314040,279001191.9,13550,17.44992106,11975,54983.89185,7420,73.86535379,0.001,2770183,542
8/16/16,21691660.19,7725177.008,3414,169128047.2,3.59,2302180,279009228.8,13625,17.12510752,14528,54983.89185,12434,57.23558964,0.001,3150024,545
8/17/16,21468200.73,7710293.653,3289,172082422.5,3.65,1830120,278971317.8,12700,15.26655136,13470,54983.89185,9015,82.06912091,0.001,2862109,508
8/18/16,13675027.83,5263283.834,3214,169665300.5,3.6,1645410,278974799.5,13725,13.62909217,11483,51379.51803,10249,37.07142728,0.001,2030594,549
8/19/16,10394343.21,4059256.52,3186,170523437.1,3.61,1433570,278999670.9,15975,14.53560948,8495,50566.92482,6219,56.05706752,0.001,2236130,639
8/20/16,10343241.24,4573336.544,2725,170175454.8,3.61,1642330,279094428.2,15025,15.32649443,14694,50566.92482,10532,43.11893953,0.001,2905362,601
8/21/16,10878768.22,4840979.291,2764,170678858,3.62,1321380,279100059.5,15250,16.21256975,16607,51672.35249,12780,55.32329523,0.001,2680538,610
8/22/16,15102146.05,7107893.231,3642,170839646.1,3.62,2685030,279080308.4,15550,24.68644398,13886,52958.09815,11628,61.82384898,0.001,2917857,622
8/23/16,48037676.97,15268616.25,5717,172942886.2,3.66,12154100,279599703.4,14700,22.23848336,12188,52958.09815,9860,274.5241999,0.001,3708308,588
8/24/16,29860267.14,10882631.33,4376,185484020.6,3.93,4425210,279517155,14200,23.68146168,11340,53102.95485,9379,118.0956642,0.001,3237014,568
8/25/16,29243744.18,11179590.71,3721,182567017.3,3.86,3206370,279480225.5,13825,24.83980985,9195,54828.06648,8455,207.2324351,0.001,2300453,553
8/26/16,20084757.85,6997122.482,3325,179514703.7,3.8,2392690,279408594.6,13975,15.80837288,9909,54828.06648,8766,110.1432544,0.001,2275381,559
8/27/16,14820203.17,6519192.209,3294,180528156.4,3.82,6505780,279383764.7,14125,16.83821218,13950,54828.06648,13078,89.57879662,0.001,2332547,565
8/28/16,16347318.2,5344349.404,3104,176944556,3.74,2380150,279366629.1,14025,13.18509479,9959,54243.16281,7578,84.03029756,0.001,2434021,561
8/29/16,17436750.69,6339994.301,3451,176989281.3,3.74,2610000,279390360,15825,14.50479106,10361,53594.49143,8935,134.63439,0.001,2365135,633
